epoch,loss,err
1,1.4816697061061859,0.48900001380178665
2,0.26515743770740097,0.08466667036215464
3,0.014472226239740848,0.0
4,0.010772442646945516,0.0
5,0.009453699629132947,0.0
6,0.008673956157225701,0.0
7,0.00853063452264501,0.0
8,0.007784722031404575,0.0
